ssl_setting,simulation_num,agent_num,population_size,channel_capacity,can_abstract,generation,score
random,7,25,100,10,1,1,0.2
random,7,26,100,10,1,1,0.6
random,7,27,100,10,1,1,1.0
random,7,28,100,10,1,1,0.6
random,7,29,100,10,1,1,0.6
random,7,30,100,10,1,1,0.6
random,7,31,100,10,1,1,0.6
random,7,32,100,10,1,1,0.6
random,7,33,100,10,1,1,0.8
random,7,34,100,10,1,1,0.6
random,7,35,100,10,1,1,1.0
random,7,36,100,10,1,1,0.8
random,7,37,100,10,1,1,0.6
random,7,38,100,10,1,1,0.6
random,7,39,100,10,1,1,1.0
random,7,40,100,10,1,1,1.0
random,7,41,100,10,1,1,0.6
random,7,42,100,10,1,1,0.4
random,7,43,100,10,1,1,1.0
random,7,44,100,10,1,1,0.8
random,7,45,100,10,1,1,0.4
random,7,46,100,10,1,1,0.4
random,7,47,100,10,1,1,0.8
random,7,48,100,10,1,1,0.8
random,7,49,100,10,1,1,0.8
random,7,50,100,10,1,1,0.4
random,7,51,100,10,1,1,0.8
random,7,52,100,10,1,1,0.6
random,7,53,100,10,1,1,0.6
random,7,54,100,10,1,1,0.4
random,7,55,100,10,1,1,0.6
random,7,56,100,10,1,1,0.6
random,7,57,100,10,1,1,0.6
random,7,58,100,10,1,1,0.8
random,7,59,100,10,1,1,0.8
random,7,60,100,10,1,1,0.4
random,7,61,100,10,1,1,1.0
random,7,62,100,10,1,1,0.2
random,7,63,100,10,1,1,0.6
random,7,64,100,10,1,1,0.4
random,7,65,100,10,1,1,0.6
random,7,66,100,10,1,1,0.8
random,7,67,100,10,1,1,0.6
random,7,68,100,10,1,1,0.4
random,7,69,100,10,1,1,0.6
random,7,70,100,10,1,1,0.8
random,7,71,100,10,1,1,0.6
random,7,72,100,10,1,1,0.6
random,7,73,100,10,1,1,0.8
random,7,74,100,10,1,1,0.8
random,7,75,100,10,1,1,0.4
random,7,76,100,10,1,1,0.2
random,7,77,100,10,1,1,0.6
random,7,78,100,10,1,1,0.8
random,7,79,100,10,1,1,0.8
random,7,80,100,10,1,1,0.6
random,7,81,100,10,1,1,1.0
random,7,82,100,10,1,1,0.6
random,7,83,100,10,1,1,0.4
random,7,84,100,10,1,1,0.8
random,7,85,100,10,1,1,0.8
random,7,86,100,10,1,1,0.2
random,7,87,100,10,1,1,0.6
random,7,88,100,10,1,1,0.6
random,7,89,100,10,1,1,0.6
random,7,90,100,10,1,1,0.4
random,7,91,100,10,1,1,0.8
random,7,92,100,10,1,1,0.6
random,7,93,100,10,1,1,0.6
random,7,94,100,10,1,1,0.4
random,7,95,100,10,1,1,1.0
random,7,96,100,10,1,1,0.2
random,7,97,100,10,1,1,0.8
random,7,98,100,10,1,1,0.6
random,7,99,100,10,1,1,0.6
random,7,0,100,10,1,2,0.8
random,7,1,100,10,1,2,0.8
random,7,2,100,10,1,2,1.0
random,7,3,100,10,1,2,1.0
random,7,4,100,10,1,2,0.8
random,7,5,100,10,1,2,0.6
random,7,6,100,10,1,2,1.0
random,7,7,100,10,1,2,1.0
random,7,8,100,10,1,2,1.0
random,7,9,100,10,1,2,0.6
random,7,10,100,10,1,2,1.0
random,7,11,100,10,1,2,0.8
random,7,12,100,10,1,2,0.6
random,7,13,100,10,1,2,0.8
random,7,14,100,10,1,2,1.0
random,7,15,100,10,1,2,1.0
random,7,16,100,10,1,2,0.8
random,7,17,100,10,1,2,0.8
random,7,18,100,10,1,2,0.8
random,7,19,100,10,1,2,0.8
random,7,20,100,10,1,2,1.0
random,7,21,100,10,1,2,1.0
random,7,22,100,10,1,2,0.6
random,7,23,100,10,1,2,1.0
random,7,24,100,10,1,2,1.0
random,7,25,100,10,1,2,1.0
random,7,26,100,10,1,2,0.6
random,7,27,100,10,1,2,0.6
random,7,28,100,10,1,2,0.8
random,7,29,100,10,1,2,1.0
random,7,30,100,10,1,2,0.6
random,7,31,100,10,1,2,0.6
random,7,32,100,10,1,2,1.0
random,7,33,100,10,1,2,1.0
random,7,34,100,10,1,2,0.8
random,7,35,100,10,1,2,0.8
random,7,36,100,10,1,2,1.0
random,7,37,100,10,1,2,0.8
random,7,38,100,10,1,2,1.0
random,7,39,100,10,1,2,1.0
random,7,40,100,10,1,2,0.8
random,7,41,100,10,1,2,1.0
random,7,42,100,10,1,2,0.8
random,7,43,100,10,1,2,0.8
random,7,44,100,10,1,2,0.8
random,7,45,100,10,1,2,1.0
random,7,46,100,10,1,2,0.2
random,7,47,100,10,1,2,0.8
random,7,48,100,10,1,2,0.6
random,7,49,100,10,1,2,1.0
random,7,50,100,10,1,2,0.8
random,7,51,100,10,1,2,0.8
random,7,52,100,10,1,2,1.0
random,7,53,100,10,1,2,1.0
random,7,54,100,10,1,2,1.0
random,7,55,100,10,1,2,1.0
random,7,56,100,10,1,2,0.8
random,7,57,100,10,1,2,0.6
random,7,58,100,10,1,2,1.0
random,7,59,100,10,1,2,0.6
random,7,60,100,10,1,2,0.4
random,7,61,100,10,1,2,1.0
random,7,62,100,10,1,2,0.8
random,7,63,100,10,1,2,0.8
random,7,64,100,10,1,2,1.0
random,7,65,100,10,1,2,0.6
random,7,66,100,10,1,2,1.0
random,7,67,100,10,1,2,0.6
random,7,68,100,10,1,2,0.8
random,7,69,100,10,1,2,0.4
random,7,70,100,10,1,2,1.0
random,7,71,100,10,1,2,0.8
random,7,72,100,10,1,2,0.6
random,7,73,100,10,1,2,0.8
random,7,74,100,10,1,2,0.8
random,7,75,100,10,1,2,1.0
random,7,76,100,10,1,2,0.8
random,7,77,100,10,1,2,0.6
random,7,78,100,10,1,2,1.0
random,7,79,100,10,1,2,1.0
random,7,80,100,10,1,2,0.8
random,7,81,100,10,1,2,0.8
random,7,82,100,10,1,2,1.0
random,7,83,100,10,1,2,0.8
random,7,84,100,10,1,2,0.8
random,7,85,100,10,1,2,0.6
random,7,86,100,10,1,2,1.0
random,7,87,100,10,1,2,1.0
random,7,88,100,10,1,2,1.0
random,7,89,100,10,1,2,0.8
random,7,90,100,10,1,2,1.0
random,7,91,100,10,1,2,1.0
random,7,92,100,10,1,2,0.8
random,7,93,100,10,1,2,1.0
random,7,94,100,10,1,2,1.0
random,7,95,100,10,1,2,0.8
random,7,96,100,10,1,2,1.0
random,7,97,100,10,1,2,1.0
random,7,98,100,10,1,2,0.8
random,7,99,100,10,1,2,0.8
random,7,0,100,10,1,3,1.0
random,7,1,100,10,1,3,1.0
random,7,2,100,10,1,3,1.0
random,7,3,100,10,1,3,1.0
random,7,4,100,10,1,3,1.0
random,7,5,100,10,1,3,1.0
random,7,6,100,10,1,3,1.0
random,7,7,100,10,1,3,0.8
random,7,8,100,10,1,3,1.0
random,7,9,100,10,1,3,1.0
random,7,10,100,10,1,3,1.0
random,7,11,100,10,1,3,0.8
random,7,12,100,10,1,3,1.0
random,7,13,100,10,1,3,0.8
random,7,14,100,10,1,3,1.0
random,7,15,100,10,1,3,0.6
random,7,16,100,10,1,3,1.0
random,7,17,100,10,1,3,1.0
random,7,18,100,10,1,3,1.0
random,7,19,100,10,1,3,0.8
random,7,20,100,10,1,3,1.0
random,7,21,100,10,1,3,1.0
random,7,22,100,10,1,3,0.6
random,7,23,100,10,1,3,1.0
random,7,24,100,10,1,3,1.0
random,7,25,100,10,1,3,1.0
random,7,26,100,10,1,3,0.8
random,7,27,100,10,1,3,0.8
random,7,28,100,10,1,3,0.6
random,7,29,100,10,1,3,1.0
random,7,30,100,10,1,3,1.0
random,7,31,100,10,1,3,1.0
random,7,32,100,10,1,3,0.8
random,7,33,100,10,1,3,1.0
random,7,34,100,10,1,3,1.0
random,7,35,100,10,1,3,1.0
random,7,36,100,10,1,3,0.8
random,7,37,100,10,1,3,0.8
random,7,38,100,10,1,3,0.8
random,7,39,100,10,1,3,1.0
random,7,40,100,10,1,3,1.0
random,7,41,100,10,1,3,1.0
random,7,42,100,10,1,3,1.0
random,7,43,100,10,1,3,1.0
random,7,44,100,10,1,3,1.0
random,7,45,100,10,1,3,0.8
random,7,46,100,10,1,3,1.0
random,7,47,100,10,1,3,0.8
random,7,48,100,10,1,3,1.0
random,7,49,100,10,1,3,0.8
random,7,50,100,10,1,3,1.0
random,7,51,100,10,1,3,1.0
random,7,52,100,10,1,3,1.0
random,7,53,100,10,1,3,1.0
random,7,54,100,10,1,3,1.0
random,7,55,100,10,1,3,1.0
random,7,56,100,10,1,3,1.0
random,7,57,100,10,1,3,0.2
random,7,58,100,10,1,3,1.0
random,7,59,100,10,1,3,1.0
random,7,60,100,10,1,3,1.0
random,7,61,100,10,1,3,1.0
random,7,62,100,10,1,3,1.0
random,7,63,100,10,1,3,0.8
random,7,64,100,10,1,3,1.0
random,7,65,100,10,1,3,1.0
random,7,66,100,10,1,3,0.8
random,7,67,100,10,1,3,0.8
random,7,68,100,10,1,3,1.0
random,7,69,100,10,1,3,1.0
random,7,70,100,10,1,3,1.0
random,7,71,100,10,1,3,1.0
random,7,72,100,10,1,3,1.0
random,7,73,100,10,1,3,0.6
random,7,74,100,10,1,3,0.6
random,7,75,100,10,1,3,1.0
random,7,76,100,10,1,3,0.8
random,7,77,100,10,1,3,1.0
random,7,78,100,10,1,3,0.6
random,7,79,100,10,1,3,1.0
random,7,80,100,10,1,3,1.0
random,7,81,100,10,1,3,1.0
random,7,82,100,10,1,3,1.0
random,7,83,100,10,1,3,0.8
random,7,84,100,10,1,3,1.0
random,7,85,100,10,1,3,1.0
random,7,86,100,10,1,3,0.8
random,7,87,100,10,1,3,1.0
random,7,88,100,10,1,3,1.0
random,7,89,100,10,1,3,1.0
random,7,90,100,10,1,3,1.0
random,7,91,100,10,1,3,1.0
random,7,92,100,10,1,3,0.8
random,7,93,100,10,1,3,1.0
random,7,94,100,10,1,3,1.0
random,7,95,100,10,1,3,1.0
random,7,96,100,10,1,3,0.8
random,7,97,100,10,1,3,1.0
random,7,98,100,10,1,3,1.0
random,7,99,100,10,1,3,0.6
random,7,0,100,10,1,4,1.0
random,7,1,100,10,1,4,1.0
random,7,2,100,10,1,4,0.8
random,7,3,100,10,1,4,1.0
random,7,4,100,10,1,4,1.0
random,7,5,100,10,1,4,1.0
random,7,6,100,10,1,4,1.0
random,7,7,100,10,1,4,0.8
random,7,8,100,10,1,4,0.8
random,7,9,100,10,1,4,1.0
random,7,10,100,10,1,4,1.0
random,7,11,100,10,1,4,1.0
random,7,12,100,10,1,4,1.0
random,7,13,100,10,1,4,0.8
random,7,14,100,10,1,4,1.0
random,7,15,100,10,1,4,0.8
random,7,16,100,10,1,4,1.0
random,7,17,100,10,1,4,1.0
random,7,18,100,10,1,4,1.0
random,7,19,100,10,1,4,1.0
random,7,20,100,10,1,4,1.0
random,7,21,100,10,1,4,0.8
random,7,22,100,10,1,4,1.0
random,7,23,100,10,1,4,1.0
random,7,24,100,10,1,4,1.0
random,7,25,100,10,1,4,1.0
random,7,26,100,10,1,4,1.0
random,7,27,100,10,1,4,1.0
random,7,28,100,10,1,4,1.0
random,7,29,100,10,1,4,1.0
random,7,30,100,10,1,4,1.0
random,7,31,100,10,1,4,1.0
random,7,32,100,10,1,4,1.0
random,7,33,100,10,1,4,0.8
random,7,34,100,10,1,4,1.0
random,7,35,100,10,1,4,1.0
random,7,36,100,10,1,4,1.0
random,7,37,100,10,1,4,1.0
random,7,38,100,10,1,4,1.0
random,7,39,100,10,1,4,1.0
random,7,40,100,10,1,4,0.8
random,7,41,100,10,1,4,1.0
random,7,42,100,10,1,4,1.0
random,7,43,100,10,1,4,1.0
random,7,44,100,10,1,4,1.0
random,7,45,100,10,1,4,0.8
random,7,46,100,10,1,4,1.0
random,7,47,100,10,1,4,1.0
random,7,48,100,10,1,4,0.8
random,7,49,100,10,1,4,1.0
random,7,50,100,10,1,4,1.0
random,7,51,100,10,1,4,1.0
random,7,52,100,10,1,4,1.0
random,7,53,100,10,1,4,1.0
random,7,54,100,10,1,4,1.0
random,7,55,100,10,1,4,1.0
random,7,56,100,10,1,4,1.0
random,7,57,100,10,1,4,1.0
random,7,58,100,10,1,4,0.8
random,7,59,100,10,1,4,1.0
random,7,60,100,10,1,4,0.8
random,7,61,100,10,1,4,1.0
random,7,62,100,10,1,4,0.8
random,7,63,100,10,1,4,0.8
random,7,64,100,10,1,4,0.8
random,7,65,100,10,1,4,0.8
random,7,66,100,10,1,4,0.8
random,7,67,100,10,1,4,0.8
random,7,68,100,10,1,4,1.0
random,7,69,100,10,1,4,1.0
random,7,70,100,10,1,4,1.0
random,7,71,100,10,1,4,1.0
random,7,72,100,10,1,4,1.0
random,7,73,100,10,1,4,1.0
random,7,74,100,10,1,4,0.8
random,7,75,100,10,1,4,1.0
random,7,76,100,10,1,4,1.0
random,7,77,100,10,1,4,1.0
random,7,78,100,10,1,4,1.0
random,7,79,100,10,1,4,1.0
random,7,80,100,10,1,4,1.0
random,7,81,100,10,1,4,1.0
random,7,82,100,10,1,4,1.0
random,7,83,100,10,1,4,0.6
random,7,84,100,10,1,4,1.0
random,7,85,100,10,1,4,0.8
random,7,86,100,10,1,4,1.0
random,7,87,100,10,1,4,1.0
random,7,88,100,10,1,4,1.0
random,7,89,100,10,1,4,1.0
random,7,90,100,10,1,4,0.8
random,7,91,100,10,1,4,1.0
random,7,92,100,10,1,4,0.8
random,7,93,100,10,1,4,1.0
random,7,94,100,10,1,4,1.0
random,7,95,100,10,1,4,1.0
random,7,96,100,10,1,4,1.0
random,7,97,100,10,1,4,1.0
random,7,98,100,10,1,4,1.0
random,7,99,100,10,1,4,1.0
random,7,0,100,10,1,5,1.0
random,7,1,100,10,1,5,1.0
random,7,2,100,10,1,5,1.0
random,7,3,100,10,1,5,0.8
random,7,4,100,10,1,5,1.0
random,7,5,100,10,1,5,1.0
random,7,6,100,10,1,5,0.8
random,7,7,100,10,1,5,1.0
random,7,8,100,10,1,5,1.0
random,7,9,100,10,1,5,1.0
random,7,10,100,10,1,5,1.0
random,7,11,100,10,1,5,1.0
random,7,12,100,10,1,5,1.0
random,7,13,100,10,1,5,1.0
random,7,14,100,10,1,5,1.0
random,7,15,100,10,1,5,1.0
random,7,16,100,10,1,5,1.0
random,7,17,100,10,1,5,1.0
random,7,18,100,10,1,5,0.8
random,7,19,100,10,1,5,0.8
random,7,20,100,10,1,5,1.0
random,7,21,100,10,1,5,1.0
random,7,22,100,10,1,5,1.0
random,7,23,100,10,1,5,1.0
random,7,24,100,10,1,5,1.0
random,7,25,100,10,1,5,1.0
random,7,26,100,10,1,5,1.0
random,7,27,100,10,1,5,1.0
random,7,28,100,10,1,5,1.0
random,7,29,100,10,1,5,1.0
random,7,30,100,10,1,5,1.0
random,7,31,100,10,1,5,1.0
random,7,32,100,10,1,5,0.8
random,7,33,100,10,1,5,1.0
random,7,34,100,10,1,5,1.0
random,7,35,100,10,1,5,0.8
random,7,36,100,10,1,5,0.8
random,7,37,100,10,1,5,1.0
random,7,38,100,10,1,5,1.0
random,7,39,100,10,1,5,1.0
random,7,40,100,10,1,5,0.8
random,7,41,100,10,1,5,1.0
random,7,42,100,10,1,5,1.0
random,7,43,100,10,1,5,1.0
random,7,44,100,10,1,5,1.0
random,7,45,100,10,1,5,1.0
random,7,46,100,10,1,5,1.0
random,7,47,100,10,1,5,1.0
random,7,48,100,10,1,5,1.0
random,7,49,100,10,1,5,1.0
random,7,50,100,10,1,5,1.0
random,7,51,100,10,1,5,0.8
random,7,52,100,10,1,5,0.6
random,7,53,100,10,1,5,1.0
random,7,54,100,10,1,5,1.0
random,7,55,100,10,1,5,1.0
random,7,56,100,10,1,5,1.0
random,7,57,100,10,1,5,0.8
random,7,58,100,10,1,5,1.0
random,7,59,100,10,1,5,1.0
random,7,60,100,10,1,5,1.0
random,7,61,100,10,1,5,1.0
random,7,62,100,10,1,5,1.0
random,7,63,100,10,1,5,1.0
random,7,64,100,10,1,5,1.0
random,7,65,100,10,1,5,1.0
random,7,66,100,10,1,5,1.0
random,7,67,100,10,1,5,1.0
random,7,68,100,10,1,5,1.0
random,7,69,100,10,1,5,1.0
random,7,70,100,10,1,5,1.0
random,7,71,100,10,1,5,1.0
random,7,72,100,10,1,5,1.0
random,7,73,100,10,1,5,1.0
random,7,74,100,10,1,5,0.8
random,7,75,100,10,1,5,1.0
random,7,76,100,10,1,5,1.0
random,7,77,100,10,1,5,0.8
random,7,78,100,10,1,5,1.0
random,7,79,100,10,1,5,1.0
random,7,80,100,10,1,5,1.0
random,7,81,100,10,1,5,1.0
random,7,82,100,10,1,5,1.0
random,7,83,100,10,1,5,0.6
random,7,84,100,10,1,5,1.0
random,7,85,100,10,1,5,1.0
random,7,86,100,10,1,5,1.0
random,7,87,100,10,1,5,1.0
random,7,88,100,10,1,5,1.0
random,7,89,100,10,1,5,1.0
random,7,90,100,10,1,5,0.8
random,7,91,100,10,1,5,1.0
random,7,92,100,10,1,5,1.0
random,7,93,100,10,1,5,0.8
random,7,94,100,10,1,5,1.0
random,7,95,100,10,1,5,1.0
random,7,96,100,10,1,5,1.0
random,7,97,100,10,1,5,1.0
random,7,98,100,10,1,5,1.0
random,7,99,100,10,1,5,1.0
random,7,0,100,10,1,6,0.8
random,7,1,100,10,1,6,1.0
random,7,2,100,10,1,6,1.0
random,7,3,100,10,1,6,1.0
random,7,4,100,10,1,6,0.8
random,7,5,100,10,1,6,1.0
random,7,6,100,10,1,6,1.0
random,7,7,100,10,1,6,1.0
random,7,8,100,10,1,6,0.8
random,7,9,100,10,1,6,1.0
random,7,10,100,10,1,6,1.0
random,7,11,100,10,1,6,1.0
random,7,12,100,10,1,6,1.0
random,7,13,100,10,1,6,1.0
random,7,14,100,10,1,6,1.0
random,7,15,100,10,1,6,1.0
random,7,16,100,10,1,6,1.0
random,7,17,100,10,1,6,1.0
random,7,18,100,10,1,6,1.0
random,7,19,100,10,1,6,1.0
random,7,20,100,10,1,6,1.0
random,7,21,100,10,1,6,1.0
random,7,22,100,10,1,6,1.0
random,7,23,100,10,1,6,1.0
random,7,24,100,10,1,6,1.0
random,7,25,100,10,1,6,1.0
random,7,26,100,10,1,6,1.0
random,7,27,100,10,1,6,0.8
random,7,28,100,10,1,6,1.0
random,7,29,100,10,1,6,0.8
random,7,30,100,10,1,6,0.8
random,7,31,100,10,1,6,1.0
random,7,32,100,10,1,6,1.0
random,7,33,100,10,1,6,0.8
random,7,34,100,10,1,6,0.8
random,7,35,100,10,1,6,1.0
random,7,36,100,10,1,6,0.8
random,7,37,100,10,1,6,1.0
random,7,38,100,10,1,6,0.8
random,7,39,100,10,1,6,1.0
random,7,40,100,10,1,6,1.0
random,7,41,100,10,1,6,1.0
random,7,42,100,10,1,6,1.0
random,7,43,100,10,1,6,0.8
random,7,44,100,10,1,6,0.8
random,7,45,100,10,1,6,0.8
random,7,46,100,10,1,6,1.0
random,7,47,100,10,1,6,1.0
random,7,48,100,10,1,6,0.6
random,7,49,100,10,1,6,1.0
random,7,50,100,10,1,6,1.0
random,7,51,100,10,1,6,1.0
random,7,52,100,10,1,6,1.0
random,7,53,100,10,1,6,1.0
random,7,54,100,10,1,6,1.0
random,7,55,100,10,1,6,1.0
random,7,56,100,10,1,6,0.8
random,7,57,100,10,1,6,1.0
random,7,58,100,10,1,6,1.0
random,7,59,100,10,1,6,1.0
random,7,60,100,10,1,6,0.8
random,7,61,100,10,1,6,1.0
random,7,62,100,10,1,6,1.0
random,7,63,100,10,1,6,1.0
random,7,64,100,10,1,6,1.0
random,7,65,100,10,1,6,1.0
random,7,66,100,10,1,6,1.0
random,7,67,100,10,1,6,1.0
random,7,68,100,10,1,6,1.0
random,7,69,100,10,1,6,1.0
random,7,70,100,10,1,6,0.8
random,7,71,100,10,1,6,0.8
random,7,72,100,10,1,6,1.0
random,7,73,100,10,1,6,1.0
random,7,74,100,10,1,6,0.8
random,7,75,100,10,1,6,1.0
random,7,76,100,10,1,6,1.0
random,7,77,100,10,1,6,1.0
random,7,78,100,10,1,6,1.0
random,7,79,100,10,1,6,1.0
random,7,80,100,10,1,6,0.8
random,7,81,100,10,1,6,0.8
random,7,82,100,10,1,6,1.0
random,7,83,100,10,1,6,1.0
random,7,84,100,10,1,6,1.0
random,7,85,100,10,1,6,1.0
random,7,86,100,10,1,6,0.8
random,7,87,100,10,1,6,1.0
random,7,88,100,10,1,6,1.0
random,7,89,100,10,1,6,0.8
random,7,90,100,10,1,6,1.0
random,7,91,100,10,1,6,1.0
random,7,92,100,10,1,6,0.8
random,7,93,100,10,1,6,0.8
random,7,94,100,10,1,6,1.0
random,7,95,100,10,1,6,1.0
random,7,96,100,10,1,6,0.8
random,7,97,100,10,1,6,1.0
random,7,98,100,10,1,6,1.0
random,7,99,100,10,1,6,1.0
random,7,0,100,10,1,7,1.0
random,7,1,100,10,1,7,1.0
random,7,2,100,10,1,7,1.0
random,7,3,100,10,1,7,1.0
random,7,4,100,10,1,7,1.0
random,7,5,100,10,1,7,1.0
random,7,6,100,10,1,7,0.8
random,7,7,100,10,1,7,1.0
random,7,8,100,10,1,7,1.0
random,7,9,100,10,1,7,1.0
random,7,10,100,10,1,7,1.0
random,7,11,100,10,1,7,1.0
random,7,12,100,10,1,7,1.0
random,7,13,100,10,1,7,1.0
random,7,14,100,10,1,7,1.0
random,7,15,100,10,1,7,1.0
random,7,16,100,10,1,7,1.0
random,7,17,100,10,1,7,1.0
random,7,18,100,10,1,7,1.0
random,7,19,100,10,1,7,0.8
random,7,20,100,10,1,7,1.0
random,7,21,100,10,1,7,1.0
random,7,22,100,10,1,7,1.0
random,7,23,100,10,1,7,1.0
random,7,24,100,10,1,7,1.0
random,7,25,100,10,1,7,1.0
random,7,26,100,10,1,7,1.0
random,7,27,100,10,1,7,1.0
random,7,28,100,10,1,7,1.0
random,7,29,100,10,1,7,1.0
random,7,30,100,10,1,7,1.0
random,7,31,100,10,1,7,0.8
random,7,32,100,10,1,7,1.0
random,7,33,100,10,1,7,1.0
random,7,34,100,10,1,7,0.8
random,7,35,100,10,1,7,1.0
random,7,36,100,10,1,7,1.0
random,7,37,100,10,1,7,1.0
random,7,38,100,10,1,7,1.0
random,7,39,100,10,1,7,1.0
random,7,40,100,10,1,7,0.8
random,7,41,100,10,1,7,1.0
random,7,42,100,10,1,7,1.0
random,7,43,100,10,1,7,1.0
random,7,44,100,10,1,7,1.0
random,7,45,100,10,1,7,1.0
random,7,46,100,10,1,7,0.8
random,7,47,100,10,1,7,0.8
random,7,48,100,10,1,7,1.0
random,7,49,100,10,1,7,0.8
random,7,50,100,10,1,7,1.0
random,7,51,100,10,1,7,1.0
random,7,52,100,10,1,7,1.0
random,7,53,100,10,1,7,1.0
random,7,54,100,10,1,7,1.0
random,7,55,100,10,1,7,1.0
random,7,56,100,10,1,7,1.0
random,7,57,100,10,1,7,1.0
random,7,58,100,10,1,7,1.0
random,7,59,100,10,1,7,1.0
random,7,60,100,10,1,7,1.0
random,7,61,100,10,1,7,1.0
random,7,62,100,10,1,7,1.0
random,7,63,100,10,1,7,1.0
random,7,64,100,10,1,7,1.0
random,7,65,100,10,1,7,1.0
random,7,66,100,10,1,7,1.0
random,7,67,100,10,1,7,0.8
random,7,68,100,10,1,7,1.0
random,7,69,100,10,1,7,1.0
random,7,70,100,10,1,7,1.0
random,7,71,100,10,1,7,1.0
random,7,72,100,10,1,7,1.0
random,7,73,100,10,1,7,1.0
random,7,74,100,10,1,7,1.0
random,7,75,100,10,1,7,1.0
random,7,76,100,10,1,7,1.0
random,7,77,100,10,1,7,1.0
random,7,78,100,10,1,7,1.0
random,7,79,100,10,1,7,1.0
random,7,80,100,10,1,7,1.0
random,7,81,100,10,1,7,1.0
random,7,82,100,10,1,7,1.0
random,7,83,100,10,1,7,1.0
random,7,84,100,10,1,7,1.0
random,7,85,100,10,1,7,1.0
random,7,86,100,10,1,7,1.0
random,7,87,100,10,1,7,0.8
random,7,88,100,10,1,7,1.0
random,7,89,100,10,1,7,1.0
random,7,90,100,10,1,7,1.0
random,7,91,100,10,1,7,1.0
random,7,92,100,10,1,7,1.0
random,7,93,100,10,1,7,1.0
random,7,94,100,10,1,7,1.0
random,7,95,100,10,1,7,1.0
random,7,96,100,10,1,7,1.0
random,7,97,100,10,1,7,1.0
random,7,98,100,10,1,7,1.0
random,7,99,100,10,1,7,1.0
random,7,0,100,10,1,8,1.0
random,7,1,100,10,1,8,0.6
random,7,2,100,10,1,8,1.0
random,7,3,100,10,1,8,1.0
random,7,4,100,10,1,8,1.0
random,7,5,100,10,1,8,0.8
random,7,6,100,10,1,8,1.0
random,7,7,100,10,1,8,1.0
random,7,8,100,10,1,8,1.0
random,7,9,100,10,1,8,1.0
random,7,10,100,10,1,8,1.0
random,7,11,100,10,1,8,1.0
random,7,12,100,10,1,8,1.0
random,7,13,100,10,1,8,0.6
random,7,14,100,10,1,8,1.0
random,7,15,100,10,1,8,1.0
random,7,16,100,10,1,8,0.8
random,7,17,100,10,1,8,0.8
random,7,18,100,10,1,8,1.0
random,7,19,100,10,1,8,1.0
random,7,20,100,10,1,8,1.0
random,7,21,100,10,1,8,1.0
random,7,22,100,10,1,8,0.6
random,7,23,100,10,1,8,1.0
random,7,24,100,10,1,8,1.0
random,7,25,100,10,1,8,0.8
random,7,26,100,10,1,8,1.0
random,7,27,100,10,1,8,1.0
random,7,28,100,10,1,8,0.8
random,7,29,100,10,1,8,1.0
random,7,30,100,10,1,8,1.0
random,7,31,100,10,1,8,1.0
random,7,32,100,10,1,8,1.0
random,7,33,100,10,1,8,1.0
random,7,34,100,10,1,8,1.0
random,7,35,100,10,1,8,1.0
random,7,36,100,10,1,8,1.0
random,7,37,100,10,1,8,1.0
random,7,38,100,10,1,8,1.0
random,7,39,100,10,1,8,1.0
random,7,40,100,10,1,8,1.0
random,7,41,100,10,1,8,1.0
random,7,42,100,10,1,8,0.8
random,7,43,100,10,1,8,1.0
random,7,44,100,10,1,8,1.0
random,7,45,100,10,1,8,1.0
random,7,46,100,10,1,8,1.0
random,7,47,100,10,1,8,1.0
random,7,48,100,10,1,8,1.0
random,7,49,100,10,1,8,1.0
random,7,50,100,10,1,8,1.0
random,7,51,100,10,1,8,1.0
random,7,52,100,10,1,8,1.0
random,7,53,100,10,1,8,1.0
random,7,54,100,10,1,8,0.8
random,7,55,100,10,1,8,1.0
random,7,56,100,10,1,8,1.0
random,7,57,100,10,1,8,1.0
random,7,58,100,10,1,8,1.0
random,7,59,100,10,1,8,1.0
random,7,60,100,10,1,8,1.0
random,7,61,100,10,1,8,1.0
random,7,62,100,10,1,8,0.8
random,7,63,100,10,1,8,1.0
random,7,64,100,10,1,8,1.0
random,7,65,100,10,1,8,1.0
random,7,66,100,10,1,8,1.0
random,7,67,100,10,1,8,1.0
random,7,68,100,10,1,8,0.6
random,7,69,100,10,1,8,1.0
random,7,70,100,10,1,8,1.0
random,7,71,100,10,1,8,1.0
random,7,72,100,10,1,8,1.0
random,7,73,100,10,1,8,0.8
random,7,74,100,10,1,8,1.0
random,7,75,100,10,1,8,1.0
random,7,76,100,10,1,8,1.0
random,7,77,100,10,1,8,1.0
random,7,78,100,10,1,8,1.0
random,7,79,100,10,1,8,0.8
random,7,80,100,10,1,8,1.0
random,7,81,100,10,1,8,1.0
random,7,82,100,10,1,8,1.0
random,7,83,100,10,1,8,1.0
random,7,84,100,10,1,8,0.8
random,7,85,100,10,1,8,1.0
random,7,86,100,10,1,8,1.0
random,7,87,100,10,1,8,1.0
random,7,88,100,10,1,8,1.0
random,7,89,100,10,1,8,0.8
random,7,90,100,10,1,8,1.0
random,7,91,100,10,1,8,1.0
random,7,92,100,10,1,8,0.8
random,7,93,100,10,1,8,1.0
random,7,94,100,10,1,8,1.0
random,7,95,100,10,1,8,0.8
random,7,96,100,10,1,8,1.0
random,7,97,100,10,1,8,1.0
random,7,98,100,10,1,8,1.0
random,7,99,100,10,1,8,0.6
